address,eligible,status_text,latency_sec,checked_at,lat,lon,method
23 Blackwood Street Melbourne VIC,False,error:TimeoutException,9.369,2025-08-12T14:20:41.483650+00:00,-37.8009470,144.9553230,error
10-20 Courtney Street Melbourne VIC,False,error:TimeoutException,9.312,2025-08-12T14:20:41.783069+00:00,-37.8025061,144.9550047,error
51 Gipps Street Melbourne VIC,False,error:TimeoutException,9.350,2025-08-12T14:20:50.833881+00:00,-37.8047536,144.9886343,error
121 Johnston Street Melbourne VIC,False,error:TimeoutException,9.350,2025-08-12T14:20:50.834174+00:00,-37.7982584,144.9789257,error
1-11 Bedford Street Melbourne VIC,False,error:TimeoutException,9.351,2025-08-12T14:20:50.834360+00:00,-37.8024590,144.9553500,error
7 Murphy Street Melbourne VIC,False,error:TimeoutException,9.343,2025-08-12T14:20:51.125941+00:00,-37.7976007,144.9514060,error
5 Murphy Street Melbourne VIC,False,error:TimeoutException,9.374,2025-08-12T14:21:00.208844+00:00,-37.7976791,144.9512929,error
1 Murphy Street Melbourne VIC,False,error:TimeoutException,9.374,2025-08-12T14:21:00.209160+00:00,-37.7977808,144.9511727,error
2 Chapman Street Melbourne VIC,False,error:TimeoutException,9.375,2025-08-12T14:21:00.209358+00:00,-37.7979992,144.9509764,error
2A Chapman Street Melbourne VIC,False,error:TimeoutException,9.298,2025-08-12T14:21:00.424011+00:00,-37.7979700,144.9509398,error
117A Flemington Road Melbourne VIC,False,error:TimeoutException,9.383,2025-08-12T14:21:09.592280+00:00,-37.7971572,144.9515965,error
8 Chapman Street Melbourne VIC,False,error:TimeoutException,9.383,2025-08-12T14:21:09.592770+00:00,-37.7978724,144.9507899,error
117 Flemington Road Melbourne VIC,False,error:TimeoutException,9.383,2025-08-12T14:21:09.593159+00:00,-37.7972250,144.9516823,error
118 Flemington Road Melbourne VIC,False,error:TimeoutException,9.309,2025-08-12T14:21:09.732930+00:00,-37.7970894,144.9515107,error
"226,228 Errol Street Melbourne VIC",False,error:TimeoutException,9.377,2025-08-12T14:21:18.970212+00:00,-37.7977372,144.9508211,error
123 Flemington Road Melbourne VIC,False,error:TimeoutException,9.377,2025-08-12T14:21:18.970709+00:00,-37.7968791,144.9512618,error
"220,222,224 Errol Street Melbourne VIC",False,error:TimeoutException,9.379,2025-08-12T14:21:18.972662+00:00,-37.7978222,144.9508015,error
"242,244 Errol Street Melbourne VIC",False,error:TimeoutException,9.281,2025-08-12T14:21:19.013833+00:00,-37.7973727,144.9509093,error
8 Whiteman Street Melbourne VIC,False,error:TimeoutException,9.337,2025-08-12T14:21:28.351117+00:00,-37.8242677,144.9577541,error
1 Chapman Street Melbourne VIC,False,error:TimeoutException,9.380,2025-08-12T14:21:28.351589+00:00,-37.7980035,144.9503136,error
"250,252 Errol Street Melbourne VIC",False,error:TimeoutException,9.381,2025-08-12T14:21:28.351805+00:00,-37.7971829,144.9509496,error
11 Chapman Street Melbourne VIC,False,error:TimeoutException,9.379,2025-08-12T14:21:28.351985+00:00,-37.7977690,144.9500242,error
169 Domain Road Melbourne VIC,False,error:TimeoutException,9.462,2025-08-12T14:21:37.813668+00:00,-37.8341668,144.9816512,error
123 Park Street Melbourne VIC,False,error:TimeoutException,9.462,2025-08-12T14:21:37.830503+00:00,-37.8342833,144.9823458,error
159 Domain Road Melbourne VIC,False,error:TimeoutException,9.478,2025-08-12T14:21:37.830914+00:00,-37.8341478,144.9815358,error
3 Toorak Road Melbourne VIC,False,error:TimeoutException,9.478,2025-08-12T14:21:37.831175+00:00,-37.8382088,144.9867145,error
63 Nicholson Street Melbourne VIC,False,error:TimeoutException,9.456,2025-08-12T14:21:47.287025+00:00,-37.7995936,144.9744080,error
9 Toorak Road Melbourne VIC,False,error:TimeoutException,9.473,2025-08-12T14:21:47.287556+00:00,-37.8382359,144.9868690,error
69 Victoria Street Melbourne VIC,False,error:TimeoutException,9.456,2025-08-12T14:21:47.287779+00:00,-37.7988255,144.9771439,error
260 Clarendon Street Melbourne VIC,False,error:TimeoutException,9.456,2025-08-12T14:21:47.288324+00:00,-37.8324480,144.9601330,error
209 Clarendon Street Melbourne VIC,False,error:TimeoutException,9.427,2025-08-12T14:21:56.715151+00:00,-37.8309126,144.9598544,error
252 Brunswick Street Melbourne VIC,False,error:TimeoutException,9.427,2025-08-12T14:21:56.715682+00:00,-37.7998890,144.9783730,error
3 Hardwicke Street Melbourne VIC,False,error:TimeoutException,9.428,2025-08-12T14:21:56.715993+00:00,-37.7982096,144.9468714,error
322 City Road Melbourne VIC,False,error:TimeoutException,9.427,2025-08-12T14:21:56.716295+00:00,-37.8276047,144.9578222,error
120 Montague Street Melbourne VIC,False,error:TimeoutException,9.367,2025-08-12T14:22:06.082499+00:00,-37.8312032,144.9503971,error
141 Johnston Street Melbourne VIC,False,error:TimeoutException,9.367,2025-08-12T14:22:06.082920+00:00,-37.7983052,144.9794393,error
81 Flemington Road Melbourne VIC,False,error:TimeoutException,9.368,2025-08-12T14:22:06.084319+00:00,-37.7987231,144.9535288,error
103 Flemington Road Melbourne VIC,False,error:TimeoutException,9.368,2025-08-12T14:22:06.085172+00:00,-37.7982145,144.9529108,error
42 Molesworth Street Melbourne VIC,False,error:TimeoutException,9.404,2025-08-12T14:22:15.490078+00:00,-37.7976382,144.9483950,error
18 Mary Street Melbourne VIC,False,error:TimeoutException,9.407,2025-08-12T14:22:15.490795+00:00,-37.7992218,144.9521913,error
34 Molesworth Street Melbourne VIC,False,error:TimeoutException,9.407,2025-08-12T14:22:15.491093+00:00,-37.7977874,144.9485838,error
40 Molesworth Street Melbourne VIC,False,error:TimeoutException,9.407,2025-08-12T14:22:15.491955+00:00,-37.7977091,144.9484939,error
58 Molesworth Street Melbourne VIC,False,error:TimeoutException,9.393,2025-08-12T14:22:24.884751+00:00,-37.7972719,144.9479572,error
54 Molesworth Street Melbourne VIC,False,error:TimeoutException,9.460,2025-08-12T14:22:24.950929+00:00,-37.7973903,144.9481076,error
62 Molesworth Street Melbourne VIC,False,error:TimeoutException,9.459,2025-08-12T14:22:24.951646+00:00,-37.7971905,144.9478542,error
52 Molesworth Street Melbourne VIC,False,error:TimeoutException,9.465,2025-08-12T14:22:24.955189+00:00,-37.7974754,144.9482061,error
84 Molesworth Street Melbourne VIC,False,error:TimeoutException,9.315,2025-08-12T14:22:34.200358+00:00,-37.7968163,144.9473805,error
86 Molesworth Street Melbourne VIC,False,error:TimeoutException,9.336,2025-08-12T14:22:34.287511+00:00,-37.7967497,144.9473135,error
96 Molesworth Street Melbourne VIC,False,error:TimeoutException,9.338,2025-08-12T14:22:34.290415+00:00,-37.7965273,144.9470357,error
"18,18A Molesworth Street Melbourne VIC",False,error:TimeoutException,9.334,2025-08-12T14:22:34.290616+00:00,-37.7981147,144.9490022,error
20 Molesworth Street Melbourne VIC,False,error:TimeoutException,9.327,2025-08-12T14:22:43.528215+00:00,-37.7980605,144.9489340,error
117 Chapman Street Melbourne VIC,False,error:TimeoutException,9.362,2025-08-12T14:22:43.652734+00:00,-37.7953932,144.9470388,error
13 Chapman Street Melbourne VIC,False,error:TimeoutException,9.364,2025-08-12T14:22:43.654974+00:00,-37.7975703,144.9497339,error
32 Molesworth Street Melbourne VIC,False,error:TimeoutException,9.367,2025-08-12T14:22:43.655139+00:00,-37.7978651,144.9486913,error
432 Abbotsford Street Melbourne VIC,False,error:TimeoutException,9.336,2025-08-12T14:22:52.864320+00:00,-37.7962725,144.9468718,error
442 Abbotsford Street Melbourne VIC,False,error:TimeoutException,9.353,2025-08-12T14:22:53.008429+00:00,-37.7960407,144.9469094,error
444-446 Abbotsford Street Melbourne VIC,False,error:TimeoutException,9.353,2025-08-12T14:22:53.008756+00:00,-37.7959621,144.9469207,error
440 Abbotsford Street Melbourne VIC,False,error:TimeoutException,9.356,2025-08-12T14:22:53.009316+00:00,-37.7960986,144.9469012,error
448 Abbotsford Street Melbourne VIC,False,error:TimeoutException,9.318,2025-08-12T14:23:02.183685+00:00,-37.7958979,144.9469376,error
460 Abbotsford Street Melbourne VIC,False,error:TimeoutException,9.370,2025-08-12T14:23:02.379322+00:00,-37.7956344,144.9469844,error
469 Abbotsford Street Melbourne VIC,False,error:TimeoutException,9.370,2025-08-12T14:23:02.379796+00:00,-37.7952356,144.9466296,error
433 Abbotsford Street Melbourne VIC,False,error:TimeoutException,9.371,2025-08-12T14:23:02.380261+00:00,-37.7961662,144.9464739,error
483 Abbotsford Street Melbourne VIC,False,error:TimeoutException,9.351,2025-08-12T14:23:11.536259+00:00,-37.7949133,144.9467104,error
525 Abbotsford Street Melbourne VIC,False,error:TimeoutException,9.362,2025-08-12T14:23:11.741588+00:00,-37.7940542,144.9468498,error
423 Abbotsford Street Melbourne VIC,False,error:TimeoutException,9.361,2025-08-12T14:23:11.742181+00:00,-37.7966412,144.9464638,error
393 Abbotsford Street Melbourne VIC,False,error:TimeoutException,9.362,2025-08-12T14:23:11.742350+00:00,-37.7974211,144.9463007,error
190 Park Street Melbourne VIC,False,error:TimeoutException,9.317,2025-08-12T14:23:20.854759+00:00,-37.8344510,144.9635970,error
165 Johnston Street Melbourne VIC,False,error:TimeoutException,9.366,2025-08-12T14:23:21.108435+00:00,-37.7982430,144.9804990,error
39 Melrose Street Melbourne VIC,False,error:TimeoutException,9.367,2025-08-12T14:23:21.108797+00:00,-37.7947432,144.9415880,error
422 George Street Melbourne VIC,False,error:TimeoutException,9.366,2025-08-12T14:23:21.109141+00:00,-37.7969010,144.9823560,error
247 Brunswick Street Melbourne VIC,False,error:TimeoutException,9.378,2025-08-12T14:23:30.233321+00:00,-37.7998880,144.9780260,error
120 Johnston Street Melbourne VIC,False,error:TimeoutException,9.348,2025-08-12T14:23:30.456722+00:00,-37.7984914,144.9789451,error
231 Brunswick Street Melbourne VIC,False,error:TimeoutException,9.348,2025-08-12T14:23:30.456977+00:00,-37.8004590,144.9779130,error
144 Nicholson Street Melbourne VIC,False,error:TimeoutException,9.351,2025-08-12T14:23:30.460338+00:00,-37.8011460,144.9745920,error
293 Brunswick Street Melbourne VIC,False,error:TimeoutException,9.314,2025-08-12T14:23:39.547852+00:00,-37.7985491,144.9782874,error
347 Brunswick Street Melbourne VIC,False,error:TimeoutException,9.375,2025-08-12T14:23:39.832209+00:00,-37.7968516,144.9785347,error
211 Flinders Street Melbourne VIC,False,error:TimeoutException,9.372,2025-08-12T14:23:39.832540+00:00,-37.8177412,144.9670520,error
19 Park Street Melbourne VIC,False,error:TimeoutException,9.375,2025-08-12T14:23:39.832784+00:00,-37.8330238,144.9698810,error
11-13 Toorak Road Melbourne VIC,False,error:TimeoutException,9.317,2025-08-12T14:23:48.866075+00:00,-37.8382457,144.9869545,error
320 St Kilda Road Melbourne VIC,False,error:TimeoutException,9.376,2025-08-12T14:23:49.208613+00:00,-37.8294390,144.9708850,error
23 Dorcas Street Melbourne VIC,False,error:TimeoutException,9.376,2025-08-12T14:23:49.208956+00:00,-37.8305470,144.9697950,error
123a Park Street Melbourne VIC,False,error:TimeoutException,9.376,2025-08-12T14:23:49.209475+00:00,-37.8343744,144.9823405,error
119 Park Street Melbourne VIC,False,error:TimeoutException,9.131,2025-08-12T14:23:57.997826+00:00,-37.8344339,144.9823261,error
27 Dorcas Street Melbourne VIC,False,error:TimeoutException,9.300,2025-08-12T14:23:58.509186+00:00,-37.8305860,144.9696420,error
196 Wells Street Melbourne VIC,False,error:TimeoutException,9.303,2025-08-12T14:23:58.512227+00:00,-37.8321480,144.9697520,error
19 Dorcas Street Melbourne VIC,False,error:TimeoutException,9.303,2025-08-12T14:23:58.512399+00:00,-37.8305020,144.9699770,error
192 Wells Street Melbourne VIC,False,error:TimeoutException,10.530,2025-08-12T14:24:09.040167+00:00,-37.8320000,144.9696990,error
1 Bank Street Melbourne VIC,False,error:TimeoutException,10.530,2025-08-12T14:24:09.042642+00:00,-37.8318310,144.9696640,error
194 Wells Street Melbourne VIC,False,error:TimeoutException,11.045,2025-08-12T14:24:09.044122+00:00,-37.8320720,144.9697310,error
190 Wells Street Melbourne VIC,False,error:TimeoutException,10.532,2025-08-12T14:24:09.044450+00:00,-37.8319280,144.9696910,error
341 Brunswick Street Melbourne VIC,False,error:TimeoutException,9.510,2025-08-12T14:24:18.555499+00:00,-37.7970170,144.9785130,error
345 Brunswick Street Melbourne VIC,False,error:TimeoutException,9.515,2025-08-12T14:24:18.556381+00:00,-37.7969236,144.9785240,error
339 Brunswick Street Melbourne VIC,False,error:TimeoutException,9.511,2025-08-12T14:24:18.556672+00:00,-37.7970740,144.9785080,error
343 Brunswick Street Melbourne VIC,False,error:TimeoutException,9.513,2025-08-12T14:24:18.556995+00:00,-37.7969681,144.9785186,error
8-16 Palmerston Crescent Melbourne VIC,False,error:TimeoutException,9.400,2025-08-12T14:24:27.957381+00:00,-37.8334559,144.9699547,error
335 Brunswick Street Melbourne VIC,False,error:TimeoutException,9.401,2025-08-12T14:24:27.957865+00:00,-37.7972430,144.9784810,error
12 Fogarty Street Melbourne VIC,False,error:TimeoutException,9.400,2025-08-12T14:24:27.958370+00:00,-37.7982223,144.9403078,error
8 Fogarty Street Melbourne VIC,False,error:TimeoutException,9.401,2025-08-12T14:24:27.958484+00:00,-37.7980501,144.9405445,error
267 Flinders Lane Melbourne VIC,False,timeout_header,28.995,2025-08-12T14:36:40.206504+00:00,-37.8170329,144.9655353,dom
270 Flinders Street Melbourne VIC,False,timeout_header,30.226,2025-08-12T14:36:40.411299+00:00,-37.8177285,144.9653561,dom
205 Collins Street Melbourne VIC,False,timeout_header,29.128,2025-08-12T14:36:40.411507+00:00,-37.8158150,144.9673780,dom
471 Little Bourke Street Melbourne VIC,False,timeout_header,18.518,2025-08-12T14:36:58.726804+00:00,-37.8145395,144.9590572,dom
630 Little Collins Street Melbourne VIC,False,timeout_header,18.494,2025-08-12T14:36:58.905609+00:00,-37.8178023,144.9539372,dom
287 King Street Melbourne VIC,False,timeout_header,18.747,2025-08-12T14:36:59.158742+00:00,-37.8137769,144.9542371,dom
197-199 King Street Melbourne VIC,False,error:TimeoutException,65.329,2025-08-12T14:38:04.235333+00:00,-37.8155762,144.9550620,error
600 Little Bourke Street Melbourne VIC,False,error:TimeoutException,65.647,2025-08-12T14:38:04.375655+00:00,-37.8154676,144.9546001,error
270 Collins Street Melbourne VIC,False,error:TimeoutException,65.584,2025-08-12T14:38:04.743485+00:00,-37.8156850,144.9649280,error
191 Collins Street Melbourne VIC,False,error:TimeoutException,63.171,2025-08-12T14:39:07.915647+00:00,-37.8154970,144.9675980,error
195 Swanston Street Melbourne VIC,False,error:TimeoutException,63.931,2025-08-12T14:39:08.168263+00:00,-37.8130976,144.9649711,error
318 Little Bourke Street Melbourne VIC,False,error:TimeoutException,64.185,2025-08-12T14:39:08.561619+00:00,-37.8129338,144.9631368,error
250 Elizabeth Street Melbourne VIC,False,error:ElementNotInteractableException,33.843,2025-08-12T14:39:41.761736+00:00,-37.8124101,144.9625534,error
222 Pelham Street Melbourne VIC,False,error:ElementNotInteractableException,33.841,2025-08-12T14:39:42.010434+00:00,-37.8017523,144.9583162,error
101 Johnston Street Melbourne VIC,False,error:ElementNotInteractableException,34.271,2025-08-12T14:39:42.833253+00:00,-37.7994887,144.9882379,error
270 Flinders Street Melbourne VIC,False,timeout_header,21.156,2025-08-12T14:45:18.805310+00:00,-37.8177285,144.9653561,dom
267 Flinders Lane Melbourne VIC,False,timeout_header,21.199,2025-08-12T14:45:18.868442+00:00,-37.8170329,144.9655353,dom
471 Little Bourke Street Melbourne VIC,False,timeout_header,12.743,2025-08-12T14:45:31.607570+00:00,-37.8145395,144.9590572,dom
205 Collins Street Melbourne VIC,False,timeout_header,12.805,2025-08-12T14:45:31.607775+00:00,-37.8158150,144.9673780,dom
287 King Street Melbourne VIC,False,error:TimeoutException,9.299,2025-08-12T14:45:40.906486+00:00,-37.8137769,144.9542371,error
630 Little Collins Street Melbourne VIC,False,error:TimeoutException,9.300,2025-08-12T14:45:40.906784+00:00,-37.8178023,144.9539372,error
197-199 King Street Melbourne VIC,False,error:TimeoutException,9.363,2025-08-12T14:45:50.270018+00:00,-37.8155762,144.9550620,error
600 Little Bourke Street Melbourne VIC,False,error:TimeoutException,9.363,2025-08-12T14:45:50.270192+00:00,-37.8154676,144.9546001,error
270 Collins Street Melbourne VIC,False,error:TimeoutException,9.321,2025-08-12T14:45:59.591446+00:00,-37.8156850,144.9649280,error
195 Swanston Street Melbourne VIC,False,error:TimeoutException,9.321,2025-08-12T14:45:59.591684+00:00,-37.8130976,144.9649711,error
191 Collins Street Melbourne VIC,False,error:AttributeError,4.145,2025-08-12T14:46:03.737515+00:00,-37.8154970,144.9675980,error
250 Elizabeth Street Melbourne VIC,False,error:NoSuchWindowException,0.001,2025-08-12T14:46:03.738812+00:00,-37.8124101,144.9625534,error
222 Pelham Street Melbourne VIC,False,error:NoSuchWindowException,0.001,2025-08-12T14:46:03.739827+00:00,-37.8017523,144.9583162,error
101 Johnston Street Melbourne VIC,False,error:NoSuchWindowException,0.001,2025-08-12T14:46:03.740713+00:00,-37.7994887,144.9882379,error
202 Johnston Street Melbourne VIC,False,error:NoSuchWindowException,0.001,2025-08-12T14:46:03.742047+00:00,-37.7988193,144.9816836,error
54 Elgin Street Melbourne VIC,False,error:NoSuchWindowException,0.001,2025-08-12T14:46:03.742914+00:00,-37.7974730,144.9726910,error
45 Victoria Parade Melbourne VIC,False,error:NoSuchWindowException,0.001,2025-08-12T14:46:03.744291+00:00,-37.8088450,144.9842990,error
244 Nicholson Street Melbourne VIC,False,error:NoSuchWindowException,0.001,2025-08-12T14:46:03.745176+00:00,-37.7977320,144.9753090,error
344 Nicholson Street Melbourne VIC,False,error:NoSuchWindowException,0.001,2025-08-12T14:46:03.746226+00:00,-37.7945160,144.9757090,error
318 Little Bourke Street Melbourne VIC,False,error:AttributeError,7.243,2025-08-12T14:46:06.835294+00:00,-37.8129338,144.9631368,error
267 Flinders Lane Melbourne VIC,False,timeout,22.168,2025-08-12T14:49:20.335751+00:00,-37.8170329,144.9655353,timeout
205 Collins Street Melbourne VIC,False,timeout,22.110,2025-08-12T14:49:20.371428+00:00,-37.8158150,144.9673780,timeout
270 Flinders Street Melbourne VIC,False,timeout,23.254,2025-08-12T14:49:20.394285+00:00,-37.8177285,144.9653561,timeout
471 Little Bourke Street Melbourne VIC,False,timeout,22.850,2025-08-12T14:49:21.183935+00:00,-37.8145395,144.9590572,timeout
287 King Street Melbourne VIC,False,timeout,20.484,2025-08-12T14:49:40.855355+00:00,-37.8137769,144.9542371,timeout
630 Little Collins Street Melbourne VIC,False,timeout,20.591,2025-08-12T14:49:40.927977+00:00,-37.8178023,144.9539372,timeout
600 Little Bourke Street Melbourne VIC,False,timeout,20.572,2025-08-12T14:49:40.966871+00:00,-37.8154676,144.9546001,timeout
197-199 King Street Melbourne VIC,False,timeout,20.558,2025-08-12T14:49:41.742010+00:00,-37.8155762,144.9550620,timeout
270 Collins Street Melbourne VIC,False,timeout,20.460,2025-08-12T14:50:01.315978+00:00,-37.8156850,144.9649280,timeout
195 Swanston Street Melbourne VIC,False,timeout,20.497,2025-08-12T14:50:01.424863+00:00,-37.8130976,144.9649711,timeout
318 Little Bourke Street Melbourne VIC,False,timeout,20.570,2025-08-12T14:50:01.537570+00:00,-37.8129338,144.9631368,timeout
191 Collins Street Melbourne VIC,False,timeout,20.468,2025-08-12T14:50:02.210637+00:00,-37.8154970,144.9675980,timeout
250 Elizabeth Street Melbourne VIC,False,timeout,20.524,2025-08-12T14:50:21.840778+00:00,-37.8124101,144.9625534,timeout
222 Pelham Street Melbourne VIC,False,timeout,20.501,2025-08-12T14:50:21.926440+00:00,-37.8017523,144.9583162,timeout
101 Johnston Street Melbourne VIC,False,timeout,20.550,2025-08-12T14:50:22.088012+00:00,-37.7994887,144.9882379,timeout
202 Johnston Street Melbourne VIC,False,timeout,20.590,2025-08-12T14:50:22.801023+00:00,-37.7988193,144.9816836,timeout
54 Elgin Street Melbourne VIC,False,timeout,20.419,2025-08-12T14:50:42.260487+00:00,-37.7974730,144.9726910,timeout
45 Victoria Parade Melbourne VIC,False,timeout,20.451,2025-08-12T14:50:42.378277+00:00,-37.8088450,144.9842990,timeout
244 Nicholson Street Melbourne VIC,False,timeout,20.497,2025-08-12T14:50:42.585551+00:00,-37.7977320,144.9753090,timeout
344 Nicholson Street Melbourne VIC,False,timeout,20.470,2025-08-12T14:50:43.271708+00:00,-37.7945160,144.9757090,timeout
191 Grattan Street Melbourne VIC,False,timeout,20.456,2025-08-12T14:51:02.719018+00:00,-37.8004316,144.9622254,timeout
186 Lygon Street Melbourne VIC,False,timeout,20.497,2025-08-12T14:51:02.875424+00:00,-37.8026580,144.9668330,timeout
256-258 Moray Street Melbourne VIC,False,timeout,20.495,2025-08-12T14:51:03.081157+00:00,-37.8347704,144.9639303,timeout
272 Lygon Street Melbourne VIC,False,timeout,20.441,2025-08-12T14:51:03.712584+00:00,-37.8004579,144.9672271,timeout
197 Brunswick Street Melbourne VIC,False,timeout,20.483,2025-08-12T14:51:23.203415+00:00,-37.8014415,144.9776725,timeout
380 Lygon Street Melbourne VIC,False,timeout,20.431,2025-08-12T14:51:23.306285+00:00,-37.7978092,144.9680124,timeout
186-188 Smith Street Melbourne VIC,False,timeout,20.489,2025-08-12T14:51:23.570511+00:00,-37.8031574,144.9837077,timeout
349 Drummond Street Melbourne VIC,False,timeout,20.497,2025-08-12T14:51:24.209493+00:00,-37.7977034,144.9687111,timeout
106 Victoria Street Melbourne VIC,False,timeout,20.504,2025-08-12T14:51:43.708307+00:00,-37.7992449,144.9788532,timeout
74-76 Johnston Street Melbourne VIC,False,timeout,20.528,2025-08-12T14:51:43.834831+00:00,-37.7983300,144.9771100,timeout
420 St Kilda Road Melbourne VIC,False,timeout,20.501,2025-08-12T14:51:44.071787+00:00,-37.8361120,144.9748720,timeout
290-301 Nicholson Street Melbourne VIC,False,timeout,20.605,2025-08-12T14:51:44.814764+00:00,-37.7932452,144.9753768,timeout
117 Moray Street Melbourne VIC,False,timeout,20.431,2025-08-12T14:52:04.140279+00:00,-37.8299014,144.9621407,timeout
421 Rathdowne Street Melbourne VIC,False,timeout,20.456,2025-08-12T14:52:04.291479+00:00,-37.7965118,144.9704476,timeout
235 Flemington Road Melbourne VIC,False,timeout,20.501,2025-08-12T14:52:04.573112+00:00,-37.7941345,144.9473446,timeout
118 Park Street Melbourne VIC,False,timeout,20.413,2025-08-12T14:52:05.228508+00:00,-37.8335060,144.9669130,timeout
418 Lygon Street Melbourne VIC,False,timeout,20.424,2025-08-12T14:52:24.565534+00:00,-37.7969492,144.9678160,timeout
62 Johnston Street Melbourne VIC,False,timeout,20.452,2025-08-12T14:52:24.743504+00:00,-37.7982994,144.9768502,timeout
146-154 Elgin Street Melbourne VIC,False,timeout,20.507,2025-08-12T14:52:25.080731+00:00,-37.7971422,144.9696219,timeout
129 Elgin Street Melbourne VIC,False,timeout,20.452,2025-08-12T14:52:25.680867+00:00,-37.7976375,144.9702613,timeout
295-297 Brunswick Street Melbourne VIC,False,timeout,20.642,2025-08-12T14:52:45.208496+00:00,-37.7984386,144.9782418,timeout
276 Brunswick Street Melbourne VIC,False,timeout,20.601,2025-08-12T14:52:45.344445+00:00,-37.7989463,144.9785430,timeout
225 Drummond Street Melbourne VIC,False,timeout,20.496,2025-08-12T14:52:45.577358+00:00,-37.8004336,144.9681114,timeout
205 Faraday Street Melbourne VIC,False,timeout,20.449,2025-08-12T14:52:46.129825+00:00,-37.7990994,144.9676917,timeout
329 Lygon Street Melbourne VIC,False,timeout,20.414,2025-08-12T14:53:05.623472+00:00,-37.7976471,144.9672504,timeout
253 Flinders Lane Melbourne VIC,False,timeout,20.425,2025-08-12T14:53:05.770319+00:00,-37.8169458,144.9659025,timeout
211 Gertrude Street Melbourne VIC,False,timeout,20.482,2025-08-12T14:53:06.059609+00:00,-37.8060713,144.9816516,timeout
127 Brunswick Street Melbourne VIC,False,timeout,20.464,2025-08-12T14:53:06.594082+00:00,-37.8037960,144.9773668,timeout
411 George Street Melbourne VIC,False,timeout,20.443,2025-08-12T14:53:26.067092+00:00,-37.7972297,144.9819606,timeout
206-210 Brunswick Street Melbourne VIC,False,timeout,20.537,2025-08-12T14:53:26.307220+00:00,-37.8012423,144.9781729,timeout
244 Smith Street Melbourne VIC,False,timeout,20.452,2025-08-12T14:53:26.511516+00:00,-37.8017259,144.9839273,timeout
345 Clarendon Street Melbourne VIC,False,timeout,20.474,2025-08-12T14:53:27.068495+00:00,-37.8353130,144.9619190,timeout
343 Clarendon Street Melbourne VIC,False,timeout,20.468,2025-08-12T14:53:46.536373+00:00,-37.8350109,144.9617178,timeout
376 Brunswick Street Melbourne VIC,False,timeout,20.475,2025-08-12T14:53:46.782251+00:00,-37.7960561,144.9790327,timeout
128 Moor Street Melbourne VIC,False,timeout,20.418,2025-08-12T14:53:46.929476+00:00,-37.8018889,144.9796910,timeout
414 Nicholson Street Melbourne VIC,False,timeout,20.482,2025-08-12T14:53:47.550313+00:00,-37.7901129,144.9765303,timeout
144 Fitzroy Street Melbourne VIC,False,timeout,20.447,2025-08-12T14:54:06.983720+00:00,-37.8043751,144.9764600,timeout
380 Brunswick Street Melbourne VIC,False,timeout,20.456,2025-08-12T14:54:07.238103+00:00,-37.7958574,144.9790602,timeout
1-9 Federation Wharf Melbourne VIC,False,timeout,20.491,2025-08-12T14:54:07.421197+00:00,-37.8187059,144.9686342,timeout
75 Flemington Road Melbourne VIC,False,timeout,20.449,2025-08-12T14:54:07.999901+00:00,-37.7988560,144.9535250,timeout
220 Lygon Street Melbourne VIC,False,timeout,20.466,2025-08-12T14:54:27.450619+00:00,-37.8019080,144.9669884,timeout
59 Wellington Street Melbourne VIC,False,timeout,20.514,2025-08-12T14:54:27.752421+00:00,-37.8072430,144.9857861,timeout
1 Smith Street Melbourne VIC,False,timeout,20.442,2025-08-12T14:54:27.863427+00:00,-37.8085185,144.9824760,timeout
54 Brunswick Street Melbourne VIC,False,timeout,20.451,2025-08-12T14:54:28.451223+00:00,-37.8059010,144.9773690,timeout
88 Rathdowne Street Melbourne VIC,False,timeout,20.549,2025-08-12T14:54:48.011170+00:00,-37.7979111,144.9706637,timeout
375 Clarendon Street Melbourne VIC,False,timeout,20.529,2025-08-12T14:54:48.281986+00:00,-37.8361936,144.9622636,timeout
102-104 Park Street Melbourne VIC,False,timeout,20.535,2025-08-12T14:54:48.399484+00:00,-37.8333290,144.9673099,timeout
135-137 Bank Street Melbourne VIC,False,timeout,20.484,2025-08-12T14:54:48.935952+00:00,-37.8336617,144.9634651,timeout
307 Clarendon Street Melbourne VIC,False,timeout,20.483,2025-08-12T14:55:08.494312+00:00,-37.8338816,144.9612036,timeout
338-340 Clarendon Street Melbourne VIC,False,timeout,20.543,2025-08-12T14:55:08.825038+00:00,-37.8345872,144.9610816,timeout
277 Clarendon Street Melbourne VIC,False,timeout,20.517,2025-08-12T14:55:08.917209+00:00,-37.8330662,144.9609809,timeout
377 Gore Street Melbourne VIC,False,timeout,20.405,2025-08-12T14:55:09.341568+00:00,-37.7977485,144.9829523,timeout
407 St Kilda Road Melbourne VIC,False,timeout,20.436,2025-08-12T14:55:28.930994+00:00,-37.8362350,144.9761450,timeout
5 Riverside Quay Melbourne VIC,False,timeout,20.409,2025-08-12T14:55:29.233874+00:00,-37.8214816,144.9644575,timeout
115 Cecil Street Melbourne VIC,False,timeout,20.437,2025-08-12T14:55:29.354510+00:00,-37.8316115,144.9573526,timeout
114 Smith Street Melbourne VIC,False,timeout,20.457,2025-08-12T14:55:29.798986+00:00,-37.8048510,144.9834420,timeout
15-17 Johnston Street Melbourne VIC,False,timeout,20.483,2025-08-12T14:55:49.415988+00:00,-37.7979061,144.9756259,timeout
